# content: Variables potencialmente explicativas.
# createdBy: Eduardo Corbelle (eduardo.corbelle@usc.es)
# createdOn: 2024-07-30 13:14:05 CEST
# nbrOfRows: 313
# nbrOfColumns: 42
# columnNames: codigoine;concello;dens.pob.2022;var.pob.2000.2022;porcent.mais.65;ind.envell;emprego.agric;emprego.pesca;emprego.indus;emprego.const;emprego.servi;pib.hab;pib.km2;renda.bruta.hab;emprego.agrario.km2;uta.km2;dens.explot;sau.media.explot;ugt.km2;ugt.bovino.ovino.caprino.km2;explot.bovino.km2;bovinos.km2;var.emprego.agrario.2011.2022;var.explot.2009.2020;cortas.km2.2019.2022;titulares.hab;sup.media.propietario;sup.media.parcela;parcelas.propietario;prop.mvmc;dens.conatos.1996.2005;dens.incendios.1996.2005;dens.incendios.total.1996.2005;dens.conatos.2006.2015;dens.incendios.2006.2015;dens.incendios.total.2006.2015;prop.incendios.arb.1996.2005;prop.incendios.non.arb.1996.2005;prop.incendios.total.1996.2005;prop.incendios.arb.2006.2015;prop.incendios.non.arb.2006.2015;prop.incendios.total.2006.2015
# columnClasses: numeric;character;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric;numeric
codigoine;concello;dens.pob.2022;var.pob.2000.2022;porcent.mais.65;ind.envell;emprego.agric;emprego.pesca;emprego.indus;emprego.const;emprego.servi;pib.hab;pib.km2;renda.bruta.hab;emprego.agrario.km2;uta.km2;dens.explot;sau.media.explot;ugt.km2;ugt.bovino.ovino.caprino.km2;explot.bovino.km2;bovinos.km2;var.emprego.agrario.2011.2022;var.explot.2009.2020;cortas.km2.2019.2022;titulares.hab;sup.media.propietario;sup.media.parcela;parcelas.propietario;prop.mvmc;dens.conatos.1996.2005;dens.incendios.1996.2005;dens.incendios.total.1996.2005;dens.conatos.2006.2015;dens.incendios.2006.2015;dens.incendios.total.2006.2015;prop.incendios.arb.1996.2005;prop.incendios.non.arb.1996.2005;prop.incendios.total.1996.2005;prop.incendios.arb.2006.2015;prop.incendios.non.arb.2006.2015;prop.incendios.total.2006.2015
15001;Abegondo;65.4;-0.0107257776188774;31.05;243.17;3.8;1.7;14;7.5;72.6;17134;1112.58641239571;15789;1.29830750893921;5.12514898688915;2.52756050869704;7.99915726955335;136.245530393325;13.253873659118;0.810488676996424;15.3635280095352;-0.406593406593407;-0.464102564102564;453.131505760826;1.55854716299241;0.879884057971015;0.314896265560166;2.79420289855072;0;1.95470798569726;0.572109654350417;2.52681764004768;0.738974970202622;0.357568533969011;1.09654350417163;1.20381406436234;1.68057210965435;2.88438617401669;3.84982121573302;0.34564958283671;4.19547079856973
15002;Ames;398.3;0.939392108284488;13.72;63.55;4.6;0.2;15.7;11.2;68;15192;6020.06242197254;17040;1.44149812734082;3.4207240948814;2.49106078665077;6.49282296650718;29.4881398252185;29.4257178526841;0.461922596754057;7.16604244694132;-0.0909090909090909;1.47435897435897;312.98834789846;0.232279171210469;0.833936955063716;0.123196734305644;6.76914822266935;0;5.0187265917603;1.37328339575531;6.39200998751561;0.998751560549313;0.48689138576779;1.4856429463171;4.18227215980025;6.21722846441948;10.3995006242197;4.38202247191011;2.95880149812734;7.34082397003745
15003;Aranga;15.7;-0.241848947585638;39.94;452.42;0.8;0.2;9.1;6.4;83.2;24136;378.626975499624;13530;1.69318504891713;3.08554226942052;9.63795255930087;3.9779792746114;62.5386738021574;46.1660673969395;1.09540931516013;56.2337988126097;-0.177489177489178;-0.206185567010309;626.889372021072;2.5547087642896;2.48092904325591;0.345961847031556;7.17110590240784;0.0209691445773058;1.83961869721549;0.694037963040388;2.53365666025587;0.894723639100259;0.518437996488001;1.41316163558826;0.359561836273936;2.73434233631575;3.09390417258968;5.33489422192491;2.87649469019149;8.2113889121164
15004;Ares;334.3;0.271711635750422;26.82;175.34;28.6;0.1;12;4.9;54.1;9326;3052.86728563626;15941;0.328836701256144;1.36537411250683;1.93159963207626;12.6277056277056;0.600764609503004;0.546149645002731;0.273074822501365;0.873839432004369;-0.24;-0.421052631578947;228.962315674495;0.748881153654898;0.32979194333776;0.178785697144228;1.84462151394422;0;3.60458765701802;0.382304751501912;3.98689240851993;0.655379574003277;0.163844893500819;0.819224467504096;0.327689787001638;2.73074822501365;3.05843801201529;3.33151283451666;9.99453850354997;13.3260513380666
15005;Arteixo;355;0.493070915903038;17.17;91.46;0.3;1.5;14.4;10.3;73;61671;21778.426558497;14764;1.41494449188728;3.25576430401366;0.600764609503004;4.72727272727273;50.5764304013664;7.93125533731853;0.544406490179334;9.45772843723313;-0.103092783505155;-0.629893238434164;698.118061485909;0.333565122747612;0.730445028550711;0.350711519213195;2.0827517447657;0.0023334756618275;3.9602903501281;1.13151152860803;5.09180187873612;1.39837745516652;0.266865926558497;1.66524338172502;2.80742954739539;4.9530315969257;7.76046114432109;0.725875320239112;1.14218616567037;1.86806148590948
15006;Arzúa;38;-0.140575079872204;31.69;234.38;0.9;0.3;16.3;9.5;72.7;19273;739.786467712889;13730;3.22721893491124;4.24491896063802;1.11016225448335;8.85576923076923;111.860046308207;81.0522253666066;2.02598404939542;95.2276820169797;-0.0882917466410749;-0.164756446991404;559.588585884572;1.19922271037513;2.03438072424968;0.547599180763104;3.71509088347189;0;0.79109853357345;0.0836120401337793;0.874710573707229;0.270131206586056;0.0707486493439671;0.340879855930023;0.192950861847183;0.218677643426807;0.41162850527399;0.14792899408284;0.0321584769745305;0.180087471057371
15007;Baña, A;36.4;-0.37396694214876;39.72;445.32;20.7;0;11.6;8.5;58.8;11909;438.792137692229;12802;1.72914757103575;5.2856706385579;3.74967841523025;12.4459691252144;43.517669823811;43.4260107953967;1.07953966799063;46.0535696099399;-0.37890625;-0.328125;679.609600434532;1.98829882988299;1.33559680096575;0.257132066701528;5.19420552286102;0;3.04511661065282;0.987880639576332;4.03299725022915;0.672166208371525;0.376820450147673;1.0489866585192;3.68672980955291;4.53202973826255;8.21875954781546;6.26336694164375;0.835115592219167;7.09848253386292
15008;Bergondo;212.8;0.126327831344991;30.36;213.6;14.7;0;11;11.6;62.2;49749;10351.130806846;18335;1.36488386308068;2.99511002444988;3.06548528363377;9.84717607973422;9.22982885085575;9.19926650366748;0.305623471882641;9.99388753056235;-0.344262295081967;-0.571428571428571;332.421556642217;0.963871154962275;0.390486226102664;0.23945352164682;1.63073912388981;0;2.41442542787286;0.122249388753056;2.53667481662592;1.10024449877751;0.0305623471882641;1.13080684596577;0.213936430317848;0.366748166259169;0.611246943765281;0.213936430317848;0.0611246943765281;0.275061124694377
15009;Betanzos;543.8;0.0570342205323194;24.5;150.07;1.7;0.2;11.2;8.4;78;20276;11056.6294919455;15638;3.01164807930607;2.18917802560925;0.916870415647922;5;6.27839735646427;6.19578686493185;0.289136720363486;8.42627013630731;-0.0289855072463768;-0.0158730158730159;272.979485061269;0.419868360630644;0.364199781261393;0.153456221198157;2.37331388990157;0;2.31309376290789;0.206526228831062;2.51961999173895;1.03263114415531;0.123915737298637;1.15654688145394;0.247831474597274;0.619578686493185;0.867410161090458;0.330441966129698;0.123915737298637;0.413052457662123
15010;Boimorto;23.2;-0.272517321016166;37.85;410.48;1.4;0.1;11;7.2;80;21710;514.925916929803;12007;2.35647316006801;4.97935389846976;2.56092523750516;2.35483870967742;112.861306776779;66.4075783337382;2.18605780908428;89.3611853291231;-0.170616113744076;-0.413698630136986;751.73467735406;1.61111111111111;2.53497536945813;1.09660463133968;2.31165845648604;0.00459800825844061;0.777264998785523;0.230750546514452;1.00801554529998;0.267184843332524;0.109302890454214;0.376487733786738;0.145737187272286;0.522224921059024;0.667962108331309;0.145737187272286;0.121447656060238;0.267184843332524
